Begin Date,Begin Time,End Date,End Time,Alarm Tag,Alarm Id,Alarm Type,Alarm Priority,Description
12/3/2016,20:00:01,12/3/2016,20:01:51,AlarmRateRamp|1000,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:45:10,12/3/2016,22:45:29,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:45:13,12/3/2016,22:45:29,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:45:16,12/3/2016,22:45:29,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:45:20,12/3/2016,22:45:29,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:45:23,12/3/2016,22:45:29,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:45:26,12/3/2016,22:45:29,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:45:30,12/3/2016,22:45:49,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:45:33,12/3/2016,22:45:49,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:45:36,12/3/2016,22:45:49,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:45:40,12/3/2016,22:45:49,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:45:43,12/3/2016,22:45:49,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:45:46,12/3/2016,22:45:49,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:45:50,12/3/2016,22:46:09,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:45:53,12/3/2016,22:46:09,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:45:56,12/3/2016,22:46:09,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:46:00,12/3/2016,22:46:09,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:46:03,12/3/2016,22:46:09,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:46:06,12/3/2016,22:46:09,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:46:10,12/3/2016,22:46:29,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:46:13,12/3/2016,22:46:29,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:46:16,12/3/2016,22:46:29,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:46:20,12/3/2016,22:46:29,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:46:23,12/3/2016,22:46:29,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:46:26,12/3/2016,22:46:29,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:46:30,12/3/2016,22:46:49,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:46:33,12/3/2016,22:46:49,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:46:36,12/3/2016,22:46:49,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:46:39,12/3/2016,22:46:49,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:46:43,12/3/2016,22:46:49,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:46:46,12/3/2016,22:46:49,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:46:50,12/3/2016,22:47:09,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:46:53,12/3/2016,22:47:09,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:46:56,12/3/2016,22:47:09,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:46:59,12/3/2016,22:47:09,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:47:03,12/3/2016,22:47:09,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:47:06,12/3/2016,22:47:09,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:47:10,12/3/2016,22:47:29,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:47:13,12/3/2016,22:47:29,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:47:16,12/3/2016,22:47:29,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:47:19,12/3/2016,22:47:29,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:47:23,12/3/2016,22:47:29,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:47:26,12/3/2016,22:47:29,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:47:30,12/3/2016,22:47:49,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:47:33,12/3/2016,22:47:49,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:47:36,12/3/2016,22:47:49,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:47:39,12/3/2016,22:47:49,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:47:43,12/3/2016,22:47:49,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:47:46,12/3/2016,22:47:49,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:47:50,12/3/2016,22:48:09,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:47:53,12/3/2016,22:48:09,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:47:56,12/3/2016,22:48:09,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:47:59,12/3/2016,22:48:09,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:48:03,12/3/2016,22:48:09,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:48:06,12/3/2016,22:48:09,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:48:10,12/3/2016,22:48:28,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:48:13,12/3/2016,22:48:28,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:48:16,12/3/2016,22:48:28,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:48:19,12/3/2016,22:48:28,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:48:23,12/3/2016,22:48:28,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:48:26,12/3/2016,22:48:28,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:48:29,12/3/2016,22:48:47,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:48:32,12/3/2016,22:48:47,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:48:35,12/3/2016,22:48:47,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:48:38,12/3/2016,22:48:47,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:48:42,12/3/2016,22:48:47,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:48:45,12/3/2016,22:48:47,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:48:48,12/3/2016,22:49:06,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:48:51,12/3/2016,22:49:06,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:48:54,12/3/2016,22:49:06,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:48:57,12/3/2016,22:49:06,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:49:01,12/3/2016,22:49:06,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:49:04,12/3/2016,22:49:06,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:49:07,12/3/2016,22:49:25,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:49:10,12/3/2016,22:49:25,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:49:13,12/3/2016,22:49:25,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:49:16,12/3/2016,22:49:25,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:49:20,12/3/2016,22:49:25,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:49:23,12/3/2016,22:49:25,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:49:26,12/3/2016,22:49:44,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:49:29,12/3/2016,22:49:44,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:49:32,12/3/2016,22:49:44,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:49:35,12/3/2016,22:49:44,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:49:39,12/3/2016,22:49:44,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:49:42,12/3/2016,22:49:44,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:49:45,12/3/2016,22:50:03,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:49:48,12/3/2016,22:50:03,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:49:51,12/3/2016,22:50:03,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:49:54,12/3/2016,22:50:03,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:49:58,12/3/2016,22:50:03,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:50:01,12/3/2016,22:50:03,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:50:04,12/3/2016,22:50:22,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:50:07,12/3/2016,22:50:22,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:50:10,12/3/2016,22:50:22,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:50:13,12/3/2016,22:50:22,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:50:17,12/3/2016,22:50:22,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:50:20,12/3/2016,22:50:22,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:50:23,12/3/2016,22:50:41,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:50:26,12/3/2016,22:50:41,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:50:29,12/3/2016,22:50:41,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:50:32,12/3/2016,22:50:41,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:50:36,12/3/2016,22:50:41,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:50:39,12/3/2016,22:50:41,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:50:42,12/3/2016,22:51:00,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:50:45,12/3/2016,22:51:00,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:50:48,12/3/2016,22:51:00,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:50:51,12/3/2016,22:51:00,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:50:55,12/3/2016,22:51:00,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:50:58,12/3/2016,22:51:00,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:51:01,12/3/2016,22:51:19,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:51:04,12/3/2016,22:51:19,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:51:07,12/3/2016,22:51:19,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:51:10,12/3/2016,22:51:19,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:51:14,12/3/2016,22:51:19,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:51:17,12/3/2016,22:51:19,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:51:20,12/3/2016,22:51:38,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:51:23,12/3/2016,22:51:38,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:51:26,12/3/2016,22:51:38,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:51:29,12/3/2016,22:51:38,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:51:32,12/3/2016,22:51:38,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:51:36,12/3/2016,22:51:38,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:51:39,12/3/2016,22:51:57,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:51:42,12/3/2016,22:51:57,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:51:45,12/3/2016,22:51:57,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:51:48,12/3/2016,22:51:57,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:51:51,12/3/2016,22:51:57,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:51:55,12/3/2016,22:51:57,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:51:58,12/3/2016,22:52:16,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:52:01,12/3/2016,22:52:16,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:52:04,12/3/2016,22:52:16,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:52:07,12/3/2016,22:52:16,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:52:10,12/3/2016,22:52:16,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:52:14,12/3/2016,22:52:16,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:52:17,12/3/2016,22:52:35,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:52:20,12/3/2016,22:52:35,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:52:23,12/3/2016,22:52:35,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:52:26,12/3/2016,22:52:35,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:52:29,12/3/2016,22:52:35,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:52:33,12/3/2016,22:52:35,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:52:36,12/3/2016,22:52:54,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:52:39,12/3/2016,22:52:54,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:52:42,12/3/2016,22:52:54,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:52:45,12/3/2016,22:52:54,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:52:48,12/3/2016,22:52:54,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:52:52,12/3/2016,22:52:54,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:52:55,12/3/2016,22:53:13,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:52:58,12/3/2016,22:53:13,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:53:01,12/3/2016,22:53:13,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:53:04,12/3/2016,22:53:13,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:53:07,12/3/2016,22:53:13,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:53:11,12/3/2016,22:53:13,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:53:14,12/3/2016,22:53:32,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:53:17,12/3/2016,22:53:32,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:53:20,12/3/2016,22:53:32,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:53:23,12/3/2016,22:53:32,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:53:26,12/3/2016,22:53:32,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:53:30,12/3/2016,22:53:32,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:53:33,12/3/2016,22:53:51,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:53:36,12/3/2016,22:53:51,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:53:39,12/3/2016,22:53:51,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:53:42,12/3/2016,22:53:51,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:53:45,12/3/2016,22:53:51,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:53:49,12/3/2016,22:53:51,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:53:52,12/3/2016,22:54:10,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:53:55,12/3/2016,22:54:10,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:53:58,12/3/2016,22:54:10,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:54:01,12/3/2016,22:54:10,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:54:04,12/3/2016,22:54:10,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:54:08,12/3/2016,22:54:10,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:54:11,12/3/2016,22:54:29,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:54:14,12/3/2016,22:54:29,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:54:17,12/3/2016,22:54:29,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:54:20,12/3/2016,22:54:29,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:54:23,12/3/2016,22:54:29,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:54:27,12/3/2016,22:54:29,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:54:30,12/3/2016,22:54:48,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:54:33,12/3/2016,22:54:48,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:54:36,12/3/2016,22:54:48,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:54:39,12/3/2016,22:54:48,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:54:42,12/3/2016,22:54:48,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:54:45,12/3/2016,22:54:48,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:54:49,12/3/2016,22:55:07,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:54:52,12/3/2016,22:55:07,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:54:55,12/3/2016,22:55:07,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:54:58,12/3/2016,22:55:07,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:55:01,12/3/2016,22:55:07,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:55:04,12/3/2016,22:55:07,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:55:08,12/3/2016,22:55:26,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:55:11,12/3/2016,22:55:26,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:55:14,12/3/2016,22:55:26,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:55:17,12/3/2016,22:55:26,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:55:20,12/3/2016,22:55:26,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:55:23,12/3/2016,22:55:26,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:55:27,12/3/2016,22:55:45,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:55:30,12/3/2016,22:55:45,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:55:33,12/3/2016,22:55:45,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:55:36,12/3/2016,22:55:45,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:55:39,12/3/2016,22:55:45,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:55:42,12/3/2016,22:55:45,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:55:46,12/3/2016,22:56:04,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:55:49,12/3/2016,22:56:04,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:55:52,12/3/2016,22:56:04,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:55:55,12/3/2016,22:56:04,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:55:58,12/3/2016,22:56:04,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:56:01,12/3/2016,22:56:04,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:56:05,12/3/2016,22:56:23,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:56:08,12/3/2016,22:56:23,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:56:11,12/3/2016,22:56:23,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:56:14,12/3/2016,22:56:23,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:56:17,12/3/2016,22:56:23,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:56:20,12/3/2016,22:56:23,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
12/3/2016,22:56:24,12/3/2016,22:56:42,AlarmRateRamp|10356,Q1,ALARM,N/A,Limit Signal 1
12/3/2016,22:56:27,12/3/2016,22:56:42,AlarmRateRamp|10356,Q2,WARNING,N/A,Limit Signal 2
12/3/2016,22:56:30,12/3/2016,22:56:42,AlarmRateRamp|10356,Q3,WARNING,N/A,Limit Signal 3
12/3/2016,22:56:33,12/3/2016,22:56:42,AlarmRateRamp|10356,Q4,TOLERANCE,N/A,Limit Signal 4
12/3/2016,22:56:36,12/3/2016,22:56:42,AlarmRateRamp|10356,Q5,I&C ALARM,N/A,Limit Signal 5
12/3/2016,22:56:39,12/3/2016,22:56:42,AlarmRateRamp|10356,Q6,MANUAL OPERATOR RESPONSE,N/A,Limit Signal 6
